transaction_id,country,channel,device,amount,num_items,coupon_applied,is_fraud,risk_score,risk_category
5523,IN,web,desktop,98.25,2,0,0,56,MEDIUM
1045,FR,ads,mobile,56.82,2,0,0,61,MEDIUM
7335,US,app,desktop,90.17,6,1,0,51,MEDIUM
1558,UK,app,mobile,104.2,2,0,0,56,MEDIUM
3740,AU,app,mobile,16.2,4,0,0,57,MEDIUM
3523,JP,app,mobile,79.1,5,1,0,52,MEDIUM
181,ES,email,desktop,80.41,1,0,0,60,MEDIUM
2116,FR,web,tablet,93.33,3,1,0,45,LOW
1700,IN,app,mobile,76.8,2,1,0,47,LOW
1380,IN,ads,mobile,47.09,3,0,0,53,MEDIUM
7230,US,app,mobile,236.98,3,0,0,64,MEDIUM
9144,US,app,desktop,83.09,3,0,0,57,MEDIUM
619,FR,web,mobile,78.74,2,0,0,58,MEDIUM
3182,ES,app,desktop,73.83,2,0,0,48,LOW
9852,ES,app,mobile,43.48,8,0,0,52,MEDIUM
1601,UK,app,desktop,53.25,6,0,0,60,MEDIUM
5964,CA,web,mobile,40.52,3,1,0,49,LOW
1616,DE,web,desktop,81.35,4,1,0,48,LOW
5921,AU,web,mobile,42.76,2,0,0,48,LOW
9592,US,app,mobile,42.71,4,0,0,52,MEDIUM
3892,IN,app,mobile,103.99,1,0,0,61,MEDIUM
2084,BR,ads,mobile,78.14,3,0,0,63,MEDIUM
4575,FR,ads,tablet,68.07,1,0,0,49,LOW
5595,FR,web,tablet,276.22,1,1,0,55,MEDIUM
5122,US,web,mobile,59.64,2,0,0,53,MEDIUM
4588,DE,app,desktop,51.44,4,0,0,52,MEDIUM
4903,AU,web,mobile,211.82,4,0,0,65,MEDIUM
8253,JP,app,mobile,362.06,2,0,1,68,MEDIUM
5917,JP,web,mobile,103.87,2,1,0,60,MEDIUM
5130,US,web,tablet,184.9,5,0,0,61,MEDIUM
8335,ES,app,desktop,175.05,5,0,1,61,MEDIUM
1919,US,ads,tablet,51.72,3,0,0,51,MEDIUM
8331,US,web,mobile,27.45,5,1,0,54,MEDIUM
5708,CA,app,mobile,10.64,4,1,0,47,LOW
5385,ES,web,mobile,42.65,2,0,0,51,MEDIUM
6337,AU,web,desktop,14.26,6,0,0,52,MEDIUM
2055,DE,web,mobile,22.33,4,0,0,58,MEDIUM
7613,US,web,tablet,89.65,3,0,0,47,LOW
9210,DE,web,mobile,65.16,2,1,0,51,MEDIUM
3964,BR,web,desktop,42.78,5,0,0,54,MEDIUM
1127,ES,web,mobile,34.72,2,0,0,56,MEDIUM
3429,AU,web,desktop,35.19,2,0,0,49,LOW
4602,AU,app,mobile,57.32,3,0,0,54,MEDIUM
3722,AU,web,mobile,95.81,4,1,0,58,MEDIUM
2390,AU,web,mobile,90.07,2,1,0,51,MEDIUM
1323,IN,app,tablet,101.66,4,0,0,58,MEDIUM
1604,IN,app,desktop,43.92,2,0,0,48,LOW
7225,JP,app,tablet,70.99,3,1,1,47,LOW
7426,IN,web,desktop,24.64,3,0,0,56,MEDIUM
4337,CA,web,desktop,133.14,7,0,0,60,MEDIUM
5594,JP,web,mobile,38.39,3,0,0,50,MEDIUM
4412,AU,web,mobile,31.93,5,0,0,54,MEDIUM
5859,UK,web,mobile,307.01,4,1,1,69,MEDIUM
9344,FR,web,mobile,209.81,3,0,0,67,MEDIUM
3992,UK,web,desktop,98.06,2,0,0,51,MEDIUM
6080,US,social,mobile,112.82,2,1,0,60,MEDIUM
1560,IN,web,mobile,110.07,3,0,0,59,MEDIUM
4683,ES,web,mobile,50.26,6,1,0,53,MEDIUM
7558,US,app,desktop,53.99,7,0,0,52,MEDIUM
3773,DE,ads,mobile,59.13,4,1,0,54,MEDIUM
8780,US,ads,desktop,113.03,6,0,0,63,MEDIUM
3458,ES,web,mobile,150.09,4,1,0,66,MEDIUM
8384,IN,app,desktop,120.12,3,0,0,61,MEDIUM
1355,BR,web,mobile,149.04,4,0,1,59,MEDIUM
46,FR,email,mobile,244.17,3,0,0,68,MEDIUM
9873,US,app,mobile,36.03,3,0,0,50,MEDIUM
749,JP,ads,mobile,38.62,3,0,0,61,MEDIUM
7918,IN,app,mobile,72.03,5,0,0,57,MEDIUM
4242,AU,ads,desktop,46.68,3,1,1,57,MEDIUM
5629,IN,web,desktop,30.08,4,1,1,47,LOW
4658,IN,ads,desktop,59.74,2,1,0,49,LOW
4239,JP,web,desktop,178.88,3,0,0,59,MEDIUM
3461,CA,app,mobile,61.87,4,0,0,59,MEDIUM
7382,FR,app,mobile,190.41,5,0,0,65,MEDIUM
5550,US,app,mobile,41.26,2,0,0,55,MEDIUM
7076,UK,email,mobile,39.71,3,1,0,52,MEDIUM
5839,UK,web,mobile,124.47,4,0,0,57,MEDIUM
8092,US,app,mobile,85.8,4,0,0,59,MEDIUM
5475,FR,web,desktop,117.78,3,0,0,54,MEDIUM
3615,AU,web,mobile,22.91,5,0,0,53,MEDIUM
7502,AU,web,mobile,47.71,4,0,0,53,MEDIUM
7054,ES,app,mobile,104.88,3,0,0,63,MEDIUM
7368,ES,web,mobile,44.06,3,1,0,49,LOW
8020,IN,ads,mobile,26.64,3,0,0,56,MEDIUM
9639,JP,web,mobile,74.52,7,0,0,63,MEDIUM
9056,US,web,desktop,95.14,4,0,0,50,MEDIUM
665,BR,web,mobile,42.37,3,0,0,51,MEDIUM
2320,AU,web,mobile,51.8,2,0,0,53,MEDIUM
3543,JP,web,mobile,99.26,2,1,0,56,MEDIUM
3678,DE,web,mobile,101.61,4,0,0,56,MEDIUM
9600,IN,social,tablet,53.92,4,0,0,48,LOW
3092,FR,app,mobile,21.16,2,1,0,53,MEDIUM
676,FR,app,mobile,62.74,2,0,0,52,MEDIUM
8677,CA,app,desktop,77.1,4,0,0,57,MEDIUM
4885,CA,web,tablet,25.0,4,0,0,45,LOW
8080,US,app,mobile,11.1,4,0,0,57,MEDIUM
1963,IN,web,desktop,38.36,2,1,0,44,LOW
1841,ES,ads,mobile,90.77,2,0,0,56,MEDIUM
7169,AU,app,mobile,24.31,4,0,0,52,MEDIUM
9899,JP,app,desktop,17.5,4,0,0,48,LOW
3539,JP,web,desktop,43.01,1,0,0,49,LOW
8027,US,web,mobile,29.61,2,0,0,56,MEDIUM
4867,CA,app,mobile,32.38,3,0,0,49,LOW
4175,IN,web,tablet,103.8,2,0,0,57,MEDIUM
8089,US,app,desktop,134.25,3,0,0,54,MEDIUM
4378,DE,ads,tablet,99.22,5,0,0,54,MEDIUM
6212,BR,web,mobile,103.18,2,0,0,55,MEDIUM
4767,DE,app,mobile,48.03,3,0,0,50,MEDIUM
412,BR,web,desktop,32.98,3,0,0,48,LOW
614,IN,app,tablet,166.77,3,0,0,55,MEDIUM
6127,BR,web,mobile,19.72,3,0,0,58,MEDIUM
5211,AU,web,desktop,76.41,1,0,0,56,MEDIUM
1431,FR,web,tablet,144.33,3,0,0,52,MEDIUM
2426,UK,social,mobile,23.63,1,1,0,46,LOW
8842,JP,web,mobile,48.1,5,0,0,54,MEDIUM
3834,UK,app,desktop,80.1,4,0,0,52,MEDIUM
4719,IN,web,mobile,97.84,4,1,0,53,MEDIUM
7186,ES,web,mobile,88.18,2,0,0,53,MEDIUM
1418,IN,web,desktop,269.07,4,0,0,62,MEDIUM
7200,AU,web,tablet,22.13,3,0,0,46,LOW
605,CA,app,desktop,33.28,2,1,0,44,LOW
1273,FR,web,desktop,90.56,8,0,0,56,MEDIUM
3965,AU,web,mobile,23.32,1,0,0,56,MEDIUM
6368,IN,social,mobile,46.17,8,0,0,56,MEDIUM
8747,ES,web,tablet,85.8,2,0,0,53,MEDIUM
248,IN,app,mobile,21.67,2,0,0,48,LOW
9227,DE,ads,mobile,135.58,6,0,0,65,MEDIUM
1983,IN,web,mobile,30.37,3,0,0,51,MEDIUM
2836,US,app,mobile,46.66,5,0,0,60,MEDIUM
5376,AU,web,desktop,19.36,2,0,0,47,LOW
200,UK,app,mobile,26.16,3,0,0,49,LOW
486,FR,web,desktop,159.46,3,1,0,59,MEDIUM
6084,JP,ads,tablet,110.43,3,0,1,55,MEDIUM
8957,BR,app,desktop,16.67,4,1,0,45,LOW
456,DE,web,mobile,131.19,6,0,0,62,MEDIUM
9799,CA,app,mobile,54.8,3,1,0,52,MEDIUM
8827,BR,ads,mobile,140.06,3,1,0,57,MEDIUM
6516,CA,app,mobile,40.36,6,0,0,53,MEDIUM
1722,IN,ads,desktop,36.44,3,0,0,59,MEDIUM
7051,US,web,tablet,64.49,2,0,0,46,LOW
6383,ES,web,mobile,183.61,4,0,0,63,MEDIUM
8166,IN,app,tablet,97.41,5,0,0,50,MEDIUM
5768,JP,social,tablet,45.53,2,1,0,42,LOW
5810,IN,app,desktop,18.39,1,0,0,48,LOW
4627,BR,web,mobile,30.18,10,0,0,56,MEDIUM
863,AU,web,desktop,50.55,3,0,0,53,MEDIUM
2095,DE,app,mobile,58.98,2,1,0,55,MEDIUM
948,US,ads,mobile,83.14,2,0,0,61,MEDIUM
5642,BR,web,tablet,20.6,3,0,0,53,MEDIUM
1445,US,web,desktop,41.53,6,0,0,54,MEDIUM
1281,IN,app,desktop,16.69,1,0,0,48,LOW
3111,FR,ads,desktop,15.71,5,1,0,60,MEDIUM
8953,JP,ads,mobile,61.26,1,0,0,61,MEDIUM
7610,DE,app,mobile,104.98,3,0,0,63,MEDIUM
5136,CA,app,mobile,56.62,4,0,0,52,MEDIUM
3017,AU,ads,desktop,64.3,3,0,0,56,MEDIUM
2303,DE,web,mobile,135.73,3,1,0,62,MEDIUM
2005,US,web,mobile,24.51,3,0,0,50,MEDIUM
4581,UK,app,mobile,37.89,2,0,0,47,LOW
8705,IN,web,mobile,47.96,3,1,0,48,LOW
1006,DE,app,desktop,77.37,1,0,0,47,LOW
5139,IN,web,mobile,22.8,3,1,0,56,MEDIUM
4318,DE,app,mobile,91.99,6,0,0,62,MEDIUM
6559,UK,app,desktop,51.06,2,0,0,50,MEDIUM
4388,CA,web,mobile,56.28,2,0,0,58,MEDIUM
2133,US,app,mobile,183.72,2,1,0,63,MEDIUM
4266,JP,web,mobile,24.07,1,0,0,56,MEDIUM
2058,FR,web,desktop,21.83,2,0,0,54,MEDIUM
5387,UK,social,mobile,47.62,5,1,0,51,MEDIUM
230,FR,web,mobile,62.61,3,1,0,50,MEDIUM
2890,IN,app,desktop,94.69,3,0,0,57,MEDIUM
4473,IN,web,desktop,50.67,4,0,0,53,MEDIUM
6065,IN,ads,mobile,141.14,3,1,1,60,MEDIUM
7925,FR,web,desktop,26.26,4,0,0,49,LOW
7650,JP,web,mobile,67.56,5,0,0,63,MEDIUM
8382,ES,web,tablet,31.4,4,0,0,53,MEDIUM
210,CA,web,mobile,57.48,3,0,0,53,MEDIUM
2759,FR,web,desktop,97.86,4,0,0,50,MEDIUM
8472,DE,app,mobile,129.97,2,0,0,54,MEDIUM
2949,US,app,mobile,60.59,6,0,0,57,MEDIUM
7117,AU,web,mobile,52.43,2,0,0,53,MEDIUM
6331,FR,social,mobile,121.92,3,1,0,54,MEDIUM
1729,US,web,mobile,21.04,4,0,0,50,MEDIUM
4177,UK,web,mobile,30.12,3,0,0,53,MEDIUM
338,US,social,mobile,34.45,2,0,0,51,MEDIUM
4985,DE,web,mobile,62.14,4,0,0,52,MEDIUM
6879,JP,social,desktop,58.73,3,0,0,51,MEDIUM
7249,IN,web,mobile,174.93,2,0,0,58,MEDIUM
8453,US,app,mobile,195.86,4,1,0,58,MEDIUM
1227,US,web,desktop,52.16,4,0,0,51,MEDIUM
7609,AU,web,mobile,42.97,2,0,0,48,LOW
6828,UK,social,mobile,77.52,4,0,0,53,MEDIUM
3541,JP,web,mobile,99.42,1,0,0,53,MEDIUM
5869,ES,ads,mobile,133.34,1,0,0,58,MEDIUM
2112,CA,app,mobile,68.73,5,1,0,60,MEDIUM
2692,IN,web,mobile,38.34,4,0,0,50,MEDIUM
7154,CA,web,mobile,167.37,2,0,0,59,MEDIUM
3708,US,web,desktop,36.35,2,0,0,47,LOW
1018,FR,web,mobile,50.97,3,1,0,53,MEDIUM
8512,US,web,desktop,48.8,2,1,0,45,LOW
2808,FR,web,tablet,17.19,6,0,0,56,MEDIUM
5016,US,app,mobile,57.71,2,1,0,55,MEDIUM
1929,JP,web,mobile,22.4,4,0,0,50,MEDIUM
351,UK,ads,mobile,133.41,4,0,1,67,MEDIUM
5174,IN,app,mobile,91.82,4,0,0,59,MEDIUM
4193,DE,web,desktop,35.57,2,0,0,47,LOW
1935,JP,email,mobile,66.32,3,0,0,56,MEDIUM
6902,DE,app,mobile,28.41,4,0,0,49,LOW
4824,JP,web,mobile,27.09,3,1,0,51,MEDIUM
565,US,ads,mobile,75.05,6,0,0,66,MEDIUM
1583,IN,app,tablet,97.05,1,0,0,52,MEDIUM
4695,CA,web,mobile,34.24,2,1,0,49,LOW
2176,CA,web,desktop,52.72,4,0,0,53,MEDIUM
7029,FR,social,tablet,212.44,6,0,1,70,HIGH
4881,IN,ads,desktop,41.41,1,1,0,47,LOW
2229,FR,app,tablet,137.16,1,0,0,51,MEDIUM
1116,AU,app,desktop,150.52,1,1,0,61,MEDIUM
3127,IN,email,mobile,89.03,4,1,0,57,MEDIUM
3545,BR,ads,desktop,55.29,4,0,0,54,MEDIUM
5049,DE,social,mobile,119.86,1,0,0,54,MEDIUM
7477,UK,web,mobile,257.9,2,0,1,70,HIGH
822,UK,app,mobile,196.09,5,1,0,63,MEDIUM
6533,ES,web,desktop,42.39,1,1,0,52,MEDIUM
2273,AU,social,mobile,82.93,4,0,0,53,MEDIUM
5546,US,email,desktop,71.95,3,0,0,62,MEDIUM
82,CA,app,desktop,53.07,4,0,0,49,LOW
1324,UK,web,mobile,48.98,1,1,0,47,LOW
9406,UK,web,mobile,54.97,3,0,0,55,MEDIUM
1615,IN,web,desktop,26.08,4,0,0,48,LOW
832,US,web,desktop,75.15,3,0,0,51,MEDIUM
3884,IN,app,desktop,52.13,3,0,0,50,MEDIUM
8642,JP,ads,tablet,38.36,2,1,0,45,LOW
4465,US,social,tablet,35.89,2,1,0,42,LOW
5340,IN,web,mobile,227.17,2,0,0,70,HIGH
8067,UK,web,mobile,18.01,3,0,0,51,MEDIUM
1650,US,web,mobile,6.84,5,0,0,56,MEDIUM
4066,US,web,mobile,188.63,3,0,0,61,MEDIUM
9666,CA,app,mobile,80.34,3,0,0,52,MEDIUM
3039,US,app,mobile,10.88,4,1,0,55,MEDIUM
3321,IN,web,mobile,44.25,3,0,0,53,MEDIUM
7144,FR,app,desktop,107.73,2,0,0,59,MEDIUM
6890,IN,web,mobile,75.47,3,1,0,50,MEDIUM
5093,AU,web,desktop,69.28,2,0,0,49,LOW
3721,FR,web,mobile,85.29,4,0,0,55,MEDIUM
2424,US,app,desktop,12.67,4,0,0,48,LOW
750,US,web,mobile,310.55,2,1,1,65,MEDIUM
5272,FR,app,mobile,131.87,4,0,0,56,MEDIUM
2374,DE,app,mobile,63.9,5,0,0,55,MEDIUM
4694,ES,ads,tablet,60.48,3,0,0,58,MEDIUM
9880,US,web,desktop,39.83,3,0,0,51,MEDIUM
8371,FR,web,mobile,14.28,2,0,0,48,LOW
7320,DE,app,mobile,33.44,5,0,0,52,MEDIUM
4369,IN,app,mobile,28.65,2,0,0,47,LOW
6786,JP,app,mobile,20.09,2,0,0,55,MEDIUM
7402,FR,web,desktop,26.86,4,0,0,49,LOW
1140,BR,app,mobile,12.44,1,0,0,50,MEDIUM
7632,CA,app,mobile,52.59,4,0,0,52,MEDIUM
2232,UK,web,mobile,62.71,3,0,0,60,MEDIUM
2165,BR,web,mobile,78.89,3,0,0,53,MEDIUM
5218,IN,app,desktop,28.76,5,1,0,56,MEDIUM
9445,IN,app,mobile,49.1,2,0,0,47,LOW
9238,US,ads,mobile,9.85,2,0,0,54,MEDIUM
4562,FR,web,mobile,59.31,5,0,0,63,MEDIUM
1571,BR,ads,tablet,113.36,2,1,1,53,MEDIUM
173,UK,app,tablet,87.67,3,0,0,46,LOW
7164,US,app,desktop,73.07,1,0,0,48,LOW
2088,FR,app,desktop,9.13,6,0,0,50,MEDIUM
4668,JP,web,mobile,65.27,4,0,0,53,MEDIUM
4566,FR,app,desktop,15.31,3,1,0,46,LOW
7090,AU,app,mobile,91.21,4,1,0,52,MEDIUM
6570,US,app,mobile,23.17,3,1,0,47,LOW
4784,US,app,mobile,11.17,2,0,0,55,MEDIUM
2685,IN,web,mobile,19.85,3,0,0,51,MEDIUM
1833,AU,web,mobile,11.05,4,0,0,58,MEDIUM
8547,US,app,desktop,8.23,4,0,0,55,MEDIUM
5066,JP,web,mobile,17.67,3,0,0,58,MEDIUM
9131,ES,web,mobile,23.33,3,1,0,48,LOW
9356,UK,app,mobile,38.28,3,0,0,52,MEDIUM
4413,US,web,desktop,154.77,4,1,0,59,MEDIUM
7208,CA,app,mobile,40.88,4,0,0,49,LOW
9891,AU,web,desktop,38.82,4,0,0,56,MEDIUM
835,CA,email,mobile,68.27,1,0,0,55,MEDIUM
6822,IN,app,desktop,156.43,2,0,0,58,MEDIUM
3782,CA,web,mobile,161.7,4,1,0,58,MEDIUM
9013,CA,web,desktop,32.41,3,1,0,54,MEDIUM
7500,AU,email,desktop,91.26,5,1,0,56,MEDIUM
3425,FR,app,mobile,45.12,2,1,0,45,LOW
66,BR,app,mobile,41.3,4,1,1,50,MEDIUM
2964,AU,web,desktop,119.8,2,0,0,53,MEDIUM
5670,UK,web,desktop,99.93,3,0,0,58,MEDIUM
8963,ES,app,mobile,67.17,2,0,0,49,LOW
355,US,ads,mobile,27.49,1,0,0,59,MEDIUM
8172,BR,web,mobile,78.71,3,0,0,55,MEDIUM
4031,ES,web,mobile,86.01,2,0,0,51,MEDIUM
8535,UK,app,mobile,168.62,3,0,0,67,MEDIUM
3652,FR,app,mobile,34.26,2,0,0,50,MEDIUM
6740,BR,web,mobile,69.64,3,0,1,60,MEDIUM
3298,DE,app,mobile,35.93,5,0,0,52,MEDIUM
4128,UK,web,desktop,205.45,3,0,0,63,MEDIUM
8044,US,web,mobile,42.05,3,0,0,50,MEDIUM
4768,JP,web,desktop,107.83,2,0,0,53,MEDIUM
473,IN,web,desktop,139.76,3,1,0,52,MEDIUM
3762,DE,web,mobile,17.92,2,1,0,54,MEDIUM
8618,US,web,desktop,203.71,4,1,0,63,MEDIUM
3567,DE,app,desktop,154.73,2,1,0,54,MEDIUM
2761,IN,app,desktop,8.31,3,0,0,48,LOW
869,US,web,mobile,30.09,3,0,0,58,MEDIUM
9383,JP,web,desktop,107.47,3,0,0,55,MEDIUM
8689,ES,web,mobile,115.21,3,0,1,59,MEDIUM
4053,IN,app,desktop,138.79,2,0,0,54,MEDIUM
6131,FR,web,tablet,16.82,4,0,0,46,LOW
3245,UK,web,mobile,57.56,3,1,0,58,MEDIUM
4843,IN,web,mobile,212.8,2,0,0,63,MEDIUM
9331,UK,app,mobile,72.38,2,0,0,50,MEDIUM
5641,IN,web,mobile,47.17,5,1,0,52,MEDIUM
5781,BR,app,tablet,36.62,4,0,1,47,LOW
8541,CA,email,mobile,51.63,3,0,0,56,MEDIUM
1076,JP,web,tablet,76.58,1,1,0,44,LOW
2958,US,app,desktop,11.88,5,0,0,51,MEDIUM
6753,UK,web,mobile,47.54,3,1,0,51,MEDIUM
8658,BR,web,desktop,41.44,3,0,0,48,LOW
7273,US,web,mobile,143.89,1,1,0,52,MEDIUM
4760,FR,web,mobile,51.16,3,0,0,60,MEDIUM
4863,JP,web,mobile,472.64,3,0,1,68,MEDIUM
7026,IN,web,mobile,28.27,2,0,0,51,MEDIUM
7648,IN,ads,mobile,23.87,4,0,0,54,MEDIUM
7162,DE,app,tablet,72.79,3,0,0,46,LOW
74,US,web,mobile,30.11,3,0,0,53,MEDIUM
4902,JP,email,mobile,61.92,7,0,0,67,MEDIUM
4376,FR,web,desktop,43.08,3,0,0,49,LOW
6699,UK,web,mobile,53.23,3,0,0,53,MEDIUM
9806,IN,web,desktop,62.82,2,1,0,47,LOW
1102,UK,app,mobile,155.24,1,0,1,58,MEDIUM
9538,CA,app,mobile,3.55,2,0,0,47,LOW
7656,JP,web,tablet,133.32,3,0,0,54,MEDIUM
5236,IN,web,mobile,144.65,2,0,0,54,MEDIUM
5166,DE,email,tablet,36.68,4,0,0,57,MEDIUM
119,IN,app,tablet,217.66,5,0,0,69,MEDIUM
2023,UK,app,mobile,19.19,2,0,0,47,LOW
9886,CA,app,desktop,411.03,4,0,1,65,MEDIUM
2639,FR,ads,desktop,95.47,1,0,0,52,MEDIUM
2035,US,web,mobile,94.14,3,0,1,52,MEDIUM
2565,JP,web,mobile,36.27,2,0,0,48,LOW
8666,AU,app,mobile,29.6,3,0,0,52,MEDIUM
3544,FR,web,desktop,104.5,7,0,0,65,MEDIUM
1220,FR,web,desktop,34.86,3,1,0,47,LOW
9715,US,web,mobile,157.08,1,0,0,66,MEDIUM
6712,IN,app,mobile,23.67,4,0,0,49,LOW
2904,UK,web,mobile,179.21,2,1,0,59,MEDIUM
3027,AU,ads,mobile,117.61,3,0,1,59,MEDIUM
2511,BR,web,mobile,27.03,6,0,0,56,MEDIUM
4202,IN,app,desktop,79.63,3,0,0,49,LOW
3208,IN,social,mobile,122.76,2,0,1,55,MEDIUM
4490,JP,social,mobile,7.01,3,0,0,50,MEDIUM
2756,UK,web,tablet,15.58,5,0,0,48,LOW
8890,BR,app,mobile,20.13,4,0,0,52,MEDIUM
178,FR,email,desktop,25.57,3,0,1,55,MEDIUM
1644,FR,web,mobile,88.71,1,0,0,51,MEDIUM
9293,AU,web,desktop,93.01,2,1,0,47,LOW
3519,CA,web,mobile,70.6,3,0,0,55,MEDIUM
1375,AU,app,mobile,197.83,3,0,0,60,MEDIUM
1721,FR,web,mobile,44.92,11,0,0,53,MEDIUM
3996,US,web,desktop,97.96,3,0,0,58,MEDIUM
3689,DE,app,mobile,31.11,4,1,0,48,LOW
2265,JP,social,desktop,73.42,2,0,0,56,MEDIUM
88,JP,web,desktop,41.46,3,0,0,49,LOW
2849,US,app,mobile,70.73,2,0,0,50,MEDIUM
8688,FR,web,mobile,114.12,4,0,0,64,MEDIUM
404,JP,ads,mobile,82.56,2,0,0,56,MEDIUM
9901,US,app,mobile,220.12,2,1,0,60,MEDIUM
4078,UK,web,mobile,27.14,2,0,0,49,LOW
6836,DE,web,mobile,80.36,1,0,0,53,MEDIUM
6538,ES,ads,mobile,31.52,1,0,0,52,MEDIUM
2457,FR,social,mobile,55.09,4,1,0,51,MEDIUM
2752,ES,web,mobile,104.93,1,1,0,55,MEDIUM
2215,BR,app,desktop,63.4,3,0,0,49,LOW
1028,US,web,mobile,36.35,4,0,0,51,MEDIUM
9704,DE,ads,desktop,21.86,7,0,0,54,MEDIUM
1422,US,app,tablet,52.49,4,0,0,47,LOW
2437,US,ads,tablet,144.09,1,1,0,51,MEDIUM
4278,FR,app,mobile,235.06,4,1,1,62,MEDIUM
9610,IN,web,tablet,28.41,3,1,0,51,MEDIUM
1279,FR,web,mobile,21.34,4,0,0,53,MEDIUM
6221,US,app,mobile,138.71,5,0,0,58,MEDIUM
4908,IN,app,mobile,10.31,3,0,0,52,MEDIUM
5065,ES,app,mobile,60.41,5,0,0,57,MEDIUM
1979,US,ads,mobile,106.42,4,0,1,62,MEDIUM
1062,AU,web,mobile,150.27,3,0,1,68,MEDIUM
5015,FR,email,mobile,15.86,1,0,0,52,MEDIUM
4536,IN,social,mobile,105.19,6,0,0,62,MEDIUM
6994,FR,web,desktop,41.63,5,0,0,54,MEDIUM
9254,UK,web,desktop,67.57,6,0,0,56,MEDIUM
1503,UK,app,mobile,264.55,1,0,1,69,MEDIUM
8569,US,app,mobile,52.2,4,0,0,51,MEDIUM
9315,DE,app,mobile,77.13,2,0,0,57,MEDIUM
8837,IN,web,mobile,23.9,7,1,0,54,MEDIUM
8921,US,app,mobile,72.31,6,0,0,55,MEDIUM
4919,IN,web,mobile,187.79,3,1,0,58,MEDIUM
679,DE,app,mobile,330.76,2,0,0,73,HIGH
5077,IN,web,desktop,35.21,2,0,0,47,LOW
8065,FR,app,mobile,28.96,3,0,0,50,MEDIUM
7569,IN,web,mobile,29.42,5,0,0,54,MEDIUM
103,AU,web,mobile,70.4,2,0,0,50,MEDIUM
958,ES,app,desktop,41.8,5,0,0,50,MEDIUM
8557,ES,web,mobile,30.42,4,0,0,51,MEDIUM
3786,UK,web,desktop,64.02,1,0,0,48,LOW
9631,UK,app,mobile,78.11,3,0,0,51,MEDIUM
7174,US,app,mobile,156.58,2,0,1,58,MEDIUM
4044,BR,app,mobile,131.26,5,0,0,61,MEDIUM
2649,BR,app,mobile,190.59,3,0,0,62,MEDIUM
6001,DE,app,mobile,105.92,4,0,0,55,MEDIUM
7928,BR,ads,mobile,30.61,5,0,0,59,MEDIUM
2827,US,web,desktop,250.18,3,0,0,65,MEDIUM
4095,AU,web,mobile,137.84,3,1,0,54,MEDIUM
7775,UK,web,tablet,181.64,5,0,0,59,MEDIUM
9259,FR,web,desktop,81.93,2,0,0,48,LOW
8114,UK,app,mobile,11.23,3,0,0,52,MEDIUM
4773,ES,app,mobile,81.6,5,1,0,53,MEDIUM
1948,DE,web,desktop,52.37,3,0,0,53,MEDIUM
6110,FR,ads,desktop,27.73,2,1,0,48,LOW
2300,ES,app,desktop,28.74,1,0,0,53,MEDIUM
7845,UK,web,desktop,37.55,3,1,0,49,LOW
4383,BR,web,mobile,164.93,3,1,0,58,MEDIUM
5426,US,app,mobile,32.12,1,0,0,50,MEDIUM
6772,US,app,mobile,31.58,2,1,0,45,LOW
8579,BR,app,desktop,56.96,3,1,0,48,LOW
4292,ES,app,mobile,211.15,3,0,0,64,MEDIUM
529,IN,web,mobile,54.7,6,0,0,58,MEDIUM
1234,BR,app,tablet,60.6,2,1,0,45,LOW
780,US,app,desktop,243.85,4,0,0,64,MEDIUM
5860,JP,app,desktop,41.76,3,0,0,50,MEDIUM
3060,IN,ads,mobile,30.98,3,0,0,56,MEDIUM
8588,ES,app,desktop,36.79,2,0,0,46,LOW
1861,AU,web,desktop,97.78,4,0,0,50,MEDIUM
8439,US,web,mobile,24.9,5,0,0,54,MEDIUM
7404,IN,web,mobile,48.72,3,0,0,58,MEDIUM
4640,FR,app,mobile,43.42,3,0,0,50,MEDIUM
4251,ES,web,desktop,44.38,1,0,0,54,MEDIUM
1993,ES,email,mobile,213.47,6,1,0,70,HIGH
7380,US,web,desktop,24.57,2,0,0,46,LOW
7306,IN,web,mobile,323.26,3,0,0,69,MEDIUM
5304,CA,social,tablet,11.13,3,0,0,46,LOW
8193,IN,app,desktop,13.89,4,0,0,55,MEDIUM
7448,CA,ads,mobile,22.71,6,0,0,59,MEDIUM
2472,UK,web,desktop,25.63,1,0,0,49,LOW
7198,BR,ads,desktop,96.19,2,1,0,57,MEDIUM
5313,JP,app,desktop,117.35,3,0,0,56,MEDIUM
9036,DE,web,desktop,39.86,5,0,0,54,MEDIUM
1397,FR,web,mobile,33.43,3,1,0,49,LOW
4003,AU,app,mobile,47.67,5,0,0,55,MEDIUM
5372,CA,app,mobile,47.13,4,1,0,47,LOW
3236,ES,web,mobile,100.65,1,0,0,55,MEDIUM
1043,FR,email,mobile,85.0,2,1,0,52,MEDIUM
3299,AU,ads,mobile,97.44,2,0,0,53,MEDIUM
7257,US,app,mobile,61.34,3,0,0,54,MEDIUM
258,US,ads,desktop,60.23,3,0,0,61,MEDIUM
7287,FR,web,desktop,185.29,4,0,0,66,MEDIUM
8617,CA,ads,mobile,204.15,3,0,1,67,MEDIUM
7817,IN,web,desktop,24.09,2,1,0,45,LOW
5844,DE,web,mobile,12.93,3,0,0,51,MEDIUM
2090,AU,web,mobile,314.96,1,1,0,67,MEDIUM
7703,US,email,mobile,22.63,4,0,0,54,MEDIUM
